,STATUS,SOC_NAME,POSITION_TYPE,WAGE,YEAR,REGION
18186,CERTIFIED,,Y,54538,2015, SOUTH
18187,CERTIFIED,Technical,Y,54746,2015, NORTH EAST
18188,CERTIFIED,,Y,111342,2015, NORTH EAST
18189,CERTIFIED,,Y,172494,2015, WEST
18190,CERTIFIED,Technical,Y,53872,2015, MID WEST
18191,CERTIFIED,,Y,102336,2015, NORTH EAST
18192,CERTIFIED,Technical,Y,64126,2015, MID WEST
18193,CERTIFIED,,Y,105269,2015, SOUTH
18194,CERTIFIED,,Y,51522,2015, SOUTH
18195,CERTIFIED,,Y,88234,2015, NORTH EAST
18196,CERTIFIED,,N,174512,2015, MID WEST
18197,CERTIFIED,,Y,75837,2015, MID WEST
18198,CERTIFIED,Technical,Y,49774,2015, MID WEST
18199,CERTIFIED,,Y,65998.4,2015, SOUTH
18200,CERTIFIED,,N,64979.2,2015, SOUTH
18201,CERTIFIED,,Y,62795,2015, NORTH EAST
18202,CERTIFIED,,Y,95576,2015, NORTH EAST
18203,CERTIFIED,,Y,48714,2015, NORTH EAST
18204,CERTIFIED,,Y,29848,2015, NA
18205,CERTIFIED,Technical,Y,62754,2015, MID WEST
18206,CERTIFIED,,Y,94640,2015,SOUTH
18207,CERTIFIED,,Y,59280,2015, SOUTH
18208,CERTIFIED,,Y,57678,2015, NORTH EAST
18209,CERTIFIED,Technical,Y,37794,2015, MID WEST
18210,CERTIFIED,,Y,46904,2015, SOUTH
18211,CERTIFIED,,Y,87381,2015, WEST
18212,CERTIFIED,,Y,67163,2015, MID WEST
18213,CERTIFIED,,Y,134638,2015, WEST
18214,CERTIFIED,Technical,Y,87942,2015, WEST
18215,CERTIFIED,,Y,187199,2015, WEST
18216,CERTIFIED,,Y,37706,2015, NORTH EAST
18217,CERTIFIED,,Y,131456,2015, WEST
18218,CERTIFIED,,Y,110406,2015, SOUTH
18219,CERTIFIED,,Y,65083,2015, NORTH EAST
18220,CERTIFIED,,Y,98904,2015, SOUTH
18221,CERTIFIED,,Y,115690,2015, MID WEST
18222,CERTIFIED,,Y,115253,2015, WEST
18223,CERTIFIED,,Y,95077,2015, SOUTH
18224,CERTIFIED,,Y,66019,2015, NORTH EAST
18225,CERTIFIED,,Y,49462,2015, NORTH EAST
18226,CERTIFIED,Technical,Y,73237,2015, SOUTH
18227,CERTIFIED,,Y,60091,2015, SOUTH
18228,CERTIFIED,,Y,119454,2015, SOUTH
18229,CERTIFIED,,Y,150030,2015, SOUTH
18230,CERTIFIED,,Y,84781,2015, WEST
18231,CERTIFIED,Technical,Y,54579,2015, MID WEST
18232,CERTIFIED,,Y,51492,2015, WEST
18233,CERTIFIED,,Y,65083,2015, NORTH EAST
18234,CERTIFIED,,Y,62795,2015, MID WEST
18235,CERTIFIED,Technical,Y,110400,2015, SOUTH
18236,CERTIFIED,,Y,107598,2015, NORTH EAST
18237,CERTIFIED,,Y,81432,2015, WEST
18238,CERTIFIED,Technical,Y,44387,2015, MID WEST
18239,CERTIFIED,,Y,85946,2015, NORTH EAST
18240,CERTIFIED,,Y,110698,2015, WEST
18241,CERTIFIED,,Y,65374,2015, WEST
18242,CERTIFIED,,Y,95576,2015, NORTH EAST
18243,CERTIFIED,,Y,61942,2015, MID WEST
18244,CERTIFIED,Non-Technical,Y,43971,2015, NORTH EAST
18245,CERTIFIED,,Y,111000,2015, SOUTH
18246,CERTIFIED,,Y,125133,2015, NORTH EAST
18247,CERTIFIED,,Y,65936,2015,SOUTH
18248,CERTIFIED,,Y,133203,2015, SOUTH
18249,CERTIFIED,,Y,63086,2015, NORTH EAST
18250,CERTIFIED,,Y,187199,2015, MID WEST
18251,CERTIFIED,,Y,66706,2015, MID WEST
18252,CERTIFIED,Technical,Y,88691,2015, MID WEST
18253,CERTIFIED,,Y,187199,2015, NORTH EAST
18254,CERTIFIED,,Y,138632,2015, MID WEST
18255,CERTIFIED,,Y,43657,2015, NORTH EAST
18256,CERTIFIED,Technical,Y,49774,2015, MID WEST
18257,CERTIFIED,Technical,Y,46322,2015, NORTH EAST
18258,CERTIFIED,,Y,116813,2015, NORTH EAST
18259,CERTIFIED,,Y,70970,2015, NORTH EAST
18260,CERTIFIED,Technical,Y,73923,2015, NORTH EAST
18261,CERTIFIED,Technical,Y,77854,2015, NORTH EAST
18262,CERTIFIED,Technical,Y,55245,2015, WEST
18263,CERTIFIED,Technical,Y,46571,2015, NORTH EAST
18264,CERTIFIED,,Y,64085,2015, SOUTH
18265,CERTIFIED,,Y,60549,2015, NORTH EAST
18266,CERTIFIED,,Y,59467,2015, WEST
18267,CERTIFIED,,Y,65083,2015, NORTH EAST
18268,CERTIFIED,,Y,45330,2015, MID WEST
18269,CERTIFIED,,Y,87364,2015, WEST
18270,CERTIFIED,,Y,86507,2015, SOUTH
18271,CERTIFIED,Non-Technical,N,29619.2,2015, NORTH EAST
18272,CERTIFIED,,Y,72738,2015, NORTH EAST
18273,CERTIFIED,,Y,58822,2015, NORTH EAST
18274,CERTIFIED,Technical,Y,76898,2015, WEST
18275,CERTIFIED,Technical,Y,52499,2015, NORTH EAST
18276,CERTIFIED,Technical,Y,37794,2015, NORTH EAST
18277,CERTIFIED,,Y,48048,2015, SOUTH
18278,CERTIFIED,,Y,46904,2015, SOUTH
18279,CERTIFIED,Technical,Y,64334,2015, WEST
18280,CERTIFIED,,N,24211.2,2015, SOUTH
18281,CERTIFIED,,Y,102933,2015, NORTH EAST
18282,CERTIFIED,Technical,Y,58594,2015, WEST
18283,CERTIFIED,,Y,97282,2015, NORTH EAST
18284,CERTIFIED,,Y,48818,2015, NORTH EAST
18285,CERTIFIED,,Y,57970,2015, WEST
18286,CERTIFIED,Technical,Y,74922,2015, MID WEST
18287,CERTIFIED,Technical,Y,74963,2015, WEST
18288,CERTIFIED,,Y,69560,2015, SOUTH
18289,CERTIFIED,,Y,87734,2015,SOUTH
18290,CERTIFIED,,Y,92659,2015, WEST
18291,CERTIFIED,,Y,58614,2015, NORTH EAST
18292,CERTIFIED,,Y,58490,2015, WEST
18293,CERTIFIED,Technical,Y,95326,2015, SOUTH
18294,CERTIFIED,,N,63086.4,2015, NORTH EAST
18295,CERTIFIED,,Y,60549,2015, NORTH EAST
18296,CERTIFIED,Technical,Y,69056,2015, SOUTH
18297,CERTIFIED,Technical,Y,74630,2015, SOUTH
18298,CERTIFIED,Non-Technical,Y,162864,2015, WEST
18299,CERTIFIED,,Y,95077,2015, SOUTH
18300,CERTIFIED,,Y,55120,2015, SOUTH
18301,CERTIFIED,,Y,86154,2015, MID WEST
18302,CERTIFIED,,Y,187199,2015, WEST
18303,CERTIFIED,,Y,187199,2015, SOUTH
18304,CERTIFIED,,Y,87506,2015, WEST
18305,CERTIFIED,,Y,76211,2015, NORTH EAST
18306,CERTIFIED,,Y,176758,2015, SOUTH
18307,CERTIFIED,,Y,72155,2015, NORTH EAST
18308,CERTIFIED,,Y,112362,2015, SOUTH
18309,CERTIFIED,,Y,58074,2015,SOUTH
18310,CERTIFIED,,Y,84178,2015,SOUTH
18311,CERTIFIED,,Y,52915,2015, MID WEST
18312,CERTIFIED,,Y,114400,2015, WEST
18313,CERTIFIED,,Y,58781,2015, SOUTH
18314,CERTIFIED,,Y,109117,2015, NORTH EAST
18315,CERTIFIED,,Y,109762,2015, WEST
18316,CERTIFIED,,Y,76461,2015, SOUTH
18317,CERTIFIED,,Y,58614,2015, NORTH EAST
18318,CERTIFIED,Technical,Y,57179,2015, WEST
18319,CERTIFIED,,Y,59363.2,2015, NORTH EAST
18320,CERTIFIED,,Y,31117,2015, WEST
18321,CERTIFIED,,Y,37128,2015, NORTH EAST
18322,CERTIFIED,Technical,Y,56826,2015, NORTH EAST
18323,CERTIFIED,Technical,Y,77854,2015, NORTH EAST
18324,CERTIFIED,Technical,Y,67621,2015, NORTH EAST
18325,CERTIFIED,,Y,74755,2015, WEST
18326,CERTIFIED,Technical,Y,52499,2015, NORTH EAST
18327,CERTIFIED,,Y,73091,2015, SOUTH
18328,CERTIFIED,Technical,Y,48984,2015, SOUTH
18329,CERTIFIED,Technical,Y,74381,2015, NORTH EAST
18330,CERTIFIED,Technical,Y,39666,2015, WEST
18331,CERTIFIED,Technical,Y,37794,2015, MID WEST
18332,CERTIFIED,,Y,79186,2015, SOUTH
18333,CERTIFIED,Non-Technical,Y,92518,2015, SOUTH
18334,CERTIFIED,,Y,70616,2015, WEST
18335,CERTIFIED,,Y,45989,2015, WEST
18336,CERTIFIED,,Y,54933,2015, SOUTH
18337,CERTIFIED,,Y,88400,2015, SOUTH
18338,CERTIFIED,,Y,53976,2015, SOUTH
18339,CERTIFIED,,Y,87721,2015, WEST
18340,CERTIFIED,,Y,59030,2015, NORTH EAST
18341,CERTIFIED,,Y,75587,2015, WEST
18342,CERTIFIED,,Y,94536,2015, NORTH EAST
18343,CERTIFIED,Technical,Y,62982,2015, WEST
18344,CERTIFIED,,Y,55910,2015, SOUTH
18345,CERTIFIED,,Y,59280,2015, NORTH EAST
18346,CERTIFIED,,Y,73445,2015, SOUTH
18347,CERTIFIED,,Y,71614,2015, SOUTH
18348,CERTIFIED,,Y,89600,2015, WEST
18349,CERTIFIED,,Y,46904,2015, SOUTH
18350,CERTIFIED,,Y,169978,2015, NORTH EAST
18351,CERTIFIED,Technical,Y,70262,2015, NORTH EAST
18352,CERTIFIED,,Y,49109,2015, SOUTH
18353,CERTIFIED,,Y,111426,2015, NORTH EAST
18354,CERTIFIED,,Y,152277,2015, WEST
18355,CERTIFIED,,Y,59738,2015, MID WEST
18356,CERTIFIED,,Y,134410,2015, WEST
18357,CERTIFIED,,Y,98904,2015, NORTH EAST
18358,CERTIFIED,,Y,61506,2015, SOUTH
18359,CERTIFIED,Technical,Y,46821,2015, WEST
18360,CERTIFIED,,Y,61506,2015, SOUTH
18361,CERTIFIED,,Y,68682,2015, SOUTH
18362,CERTIFIED,Technical,Y,60257.6,2015, NORTH EAST
18363,CERTIFIED,Technical,Y,42578,2015, SOUTH
18364,CERTIFIED,Non-Technical,Y,252637,2015, SOUTH
18365,CERTIFIED,Technical,Y,83720,2015, SOUTH
18366,CERTIFIED,,Y,54267,2015, MID WEST
18367,CERTIFIED,,Y,109928,2015, SOUTH
18368,CERTIFIED,Technical,Y,70179.2,2015, NORTH EAST
18369,CERTIFIED,,N,35984,2015, MID WEST
18370,CERTIFIED,,Y,68266,2015, MID WEST
18371,CERTIFIED,Technical,Y,40539,2015, SOUTH
18372,CERTIFIED,,Y,122762,2015, NORTH EAST
18373,CERTIFIED,,Y,57658,2015, MID WEST
18374,CERTIFIED,,Y,82680,2015, MID WEST
18375,CERTIFIED,,Y,49143,2015, SOUTH
18376,CERTIFIED,,Y,127317,2015, NORTH EAST
18377,CERTIFIED,,Y,55682,2015, MID WEST
18378,CERTIFIED,,Y,109512,2015, SOUTH
18379,CERTIFIED,,Y,105706,2015, WEST
18380,CERTIFIED,,Y,46003,2015, NORTH EAST
18381,CERTIFIED,,Y,91104,2015, NORTH EAST
18382,CERTIFIED,,Y,40851,2015, NORTH EAST
18383,CERTIFIED,Technical,Y,57600,2015, SOUTH
18384,CERTIFIED,,Y,64064,2015, MID WEST
18385,CERTIFIED,Technical,Y,79144,2015, WEST
18386,CERTIFIED,,Y,36504,2015, SOUTH
18387,CERTIFIED,Technical,Y,80995.2,2015, WEST
18388,CERTIFIED,,Y,118061,2015, WEST
18389,CERTIFIED,Technical,Y,52603,2015, SOUTH
18390,CERTIFIED,,Y,45905.6,2015,SOUTH
18391,CERTIFIED,,Y,57845,2015, WEST
18392,CERTIFIED,,Y,118061,2015, WEST
18393,CERTIFIED,Technical,Y,111134,2015, SOUTH
18394,CERTIFIED,,Y,61277,2015, SOUTH
18395,CERTIFIED,,Y,134638,2015, WEST
18396,CERTIFIED,,Y,47133,2015, NORTH EAST
18397,CERTIFIED,,N,61817.6,2015, WEST
18398,CERTIFIED,,Y,59280,2015, NORTH EAST
18399,CERTIFIED,,Y,71802,2015, WEST
18400,CERTIFIED,,Y,99594,2015, NORTH EAST
18401,CERTIFIED,,Y,81432,2015, WEST
18402,CERTIFIED,,Y,63045,2015, NORTH EAST
18403,CERTIFIED,Non-Technical,Y,73861,2015, NORTH EAST
18404,CERTIFIED,,Y,100027,2015, NORTH EAST
18405,CERTIFIED,,Y,107723,2015, MID WEST
18406,CERTIFIED,,Y,56347,2015,SOUTH
18407,CERTIFIED,Technical,Y,73237,2015, SOUTH
18408,CERTIFIED,,Y,65187,2015, WEST
18409,CERTIFIED,,Y,84500,2015, WEST
18410,CERTIFIED,Technical,Y,52874,2015, NORTH EAST
18411,CERTIFIED,,Y,67434,2015,SOUTH
18412,CERTIFIED,,Y,84094,2015, WEST
18413,CERTIFIED,,Y,126422,2015, NORTH EAST
18414,CERTIFIED,,Y,99967,2015, WEST
18415,CERTIFIED,,Y,34070,2015, SOUTH
18416,CERTIFIED,Non-Technical,Y,52686,2015, WEST
18417,CERTIFIED,,Y,63544,2015, NORTH EAST
18418,CERTIFIED,,Y,69555,2015, SOUTH
18419,CERTIFIED,,Y,52208,2015, SOUTH
18420,CERTIFIED,,Y,73258,2015, WEST
18421,CERTIFIED,,Y,38770,2015, MID WEST
18422,CERTIFIED,,Y,76877,2015, WEST
18423,CERTIFIED,,Y,81432,2015, WEST
18424,CERTIFIED,,Y,78686,2015, NORTH EAST
18425,CERTIFIED,,Y,64917,2015, SOUTH
18426,CERTIFIED,,Y,112105,2015, SOUTH
18427,CERTIFIED,,Y,116813,2015, NORTH EAST
18428,CERTIFIED,,Y,75830,2015, MID WEST
18429,CERTIFIED,,N,64168,2015, NORTH EAST
18430,CERTIFIED,Technical,Y,50190,2015, MID WEST
18431,CERTIFIED,,Y,55765,2015, NORTH EAST
18432,CERTIFIED,,Y,58989,2015, WEST
18433,CERTIFIED,,Y,83990,2015,SOUTH
18434,CERTIFIED,,Y,81432,2015, WEST
18435,CERTIFIED,,Y,71136,2015, NORTH EAST
18436,CERTIFIED,Technical,N,27913.6,2015, SOUTH
18437,CERTIFIED,,Y,75400,2015, NORTH EAST
18438,CERTIFIED,,Y,89378,2015, WEST
18439,CERTIFIED,,Y,93246,2015, WEST
18440,CERTIFIED,,Y,116283,2015, WEST
18441,CERTIFIED,,Y,83990,2015,SOUTH
18442,CERTIFIED,,Y,210642,2015, SOUTH
18443,CERTIFIED,,Y,51834,2015, SOUTH
18444,CERTIFIED,,Y,64542,2015, SOUTH
18445,CERTIFIED,,Y,73258,2015, WEST
18446,CERTIFIED,,Y,71420,2015, MID WEST
18447,CERTIFIED,Technical,Y,41226,2015, WEST
18448,CERTIFIED,,Y,82909,2015, MID WEST
18449,CERTIFIED,Technical,Y,82950,2015, WEST
18450,CERTIFIED,,Y,61818,2015, WEST
18451,CERTIFIED,Technical,Y,68016,2015,SOUTH
18452,CERTIFIED,,Y,88254,2015, WEST
18453,CERTIFIED,,Y,88254,2015, WEST
18454,CERTIFIED,,Y,88254,2015, WEST
18455,CERTIFIED,Technical,Y,54475,2015, WEST
18456,CERTIFIED,,Y,62525,2015, WEST
18457,CERTIFIED,,Y,195208,2015, NORTH EAST
18458,CERTIFIED,,Y,172016,2015, SOUTH
18459,CERTIFIED,,Y,110902,2015, NORTH EAST
18460,CERTIFIED,Technical,Y,65021,2015, WEST
18461,CERTIFIED,,Y,71136,2015, NORTH EAST
18462,CERTIFIED,,Y,73923,2015, WEST
18463,CERTIFIED,,N,162302.4,2015, MID WEST
18464,CERTIFIED,,Y,84053,2015, SOUTH
18465,CERTIFIED,,Y,72426,2015, WEST
18466,CERTIFIED,,Y,92976,2015, SOUTH
18467,CERTIFIED,Technical,Y,69056,2015, SOUTH
18468,CERTIFIED,,Y,94952,2015, WEST
18469,CERTIFIED,,Y,93371,2015, WEST
18470,CERTIFIED,,Y,105706,2015, WEST
18471,CERTIFIED,,Y,58656,2015, SOUTH
18472,CERTIFIED,,Y,81245,2015, MID WEST
18473,CERTIFIED,,N,86153.6,2015, SOUTH
18474,CERTIFIED,,Y,66602,2015, WEST
18475,CERTIFIED,,Y,52977.6,2015, SOUTH
18476,CERTIFIED,,Y,46155,2015, SOUTH
18477,CERTIFIED,,N,182852.8,2015, MID WEST
18478,CERTIFIED,,Y,58614,2015, NORTH EAST
18479,CERTIFIED,,Y,108202,2015, NORTH EAST
18480,CERTIFIED,Technical,N,45177.6,2015, SOUTH
18481,CERTIFIED,,Y,130354,2015, WEST
18482,CERTIFIED,,Y,89128,2015, SOUTH
18483,CERTIFIED,,N,58136,2015, NORTH EAST
18484,CERTIFIED,,Y,43680,2015, WEST
18485,CERTIFIED,,Y,90326.88,2015, WEST
18486,CERTIFIED,,Y,89856,2015, SOUTH
18487,CERTIFIED,,Y,59301,2015, NORTH EAST
18488,CERTIFIED,,Y,73424,2015, SOUTH
18489,CERTIFIED,,Y,81869,2015, SOUTH
18490,CERTIFIED,,Y,103272,2015, SOUTH
18491,CERTIFIED,,Y,103272,2015, SOUTH
18492,CERTIFIED,,Y,41520,2015, MID WEST
18493,CERTIFIED,,Y,103272,2015, SOUTH
18494,CERTIFIED,Technical,Y,53705.6,2015,SOUTH
18495,CERTIFIED,,Y,97178,2015, NORTH EAST
18496,CERTIFIED,,Y,52790,2015, SOUTH
18497,CERTIFIED,,Y,38459.2,2015, WEST
18498,CERTIFIED,,Y,50357,2015, MID WEST
18499,CERTIFIED,,Y,88941,2015, SOUTH
18500,CERTIFIED,Technical,Y,55245,2015, WEST
18501,CERTIFIED,,Y,66706,2015, MID WEST
18502,CERTIFIED,,Y,134638,2015, WEST
18503,CERTIFIED,,Y,89856,2015, SOUTH
18504,CERTIFIED,,Y,64418,2015, SOUTH
18505,CERTIFIED,Technical,Y,51730,2015, NORTH EAST
18506,CERTIFIED,,Y,97178,2015, NORTH EAST
18507,CERTIFIED,,N,52832,2015, MID WEST
18508,CERTIFIED,,Y,71365,2015,SOUTH
18509,CERTIFIED,,Y,94120,2015, WEST
18510,CERTIFIED,,Y,57272.8,2015, WEST
18511,CERTIFIED,,Y,92100,2015, NORTH EAST
18512,CERTIFIED,,Y,79830.4,2015, NORTH EAST
18513,CERTIFIED,,Y,61485,2015, MID WEST
18514,CERTIFIED,Technical,Y,41683,2015, MID WEST
18515,CERTIFIED,Technical,Y,49650,2015,SOUTH
18516,CERTIFIED,,Y,116126,2015, WEST
18517,CERTIFIED,Technical,Y,71219,2015, WEST
18518,CERTIFIED,,Y,72155,2015, MID WEST
18519,CERTIFIED,,Y,77995,2015,SOUTH
18520,CERTIFIED,,Y,79601.6,2015, MID WEST
18521,CERTIFIED,Technical,Y,60570,2015, MID WEST
18522,CERTIFIED,,Y,68702,2015, WEST
18523,CERTIFIED,Technical,Y,71594,2015, NORTH EAST
18524,CERTIFIED,,Y,63544,2015, NORTH EAST
18525,CERTIFIED,Technical,Y,57990,2015,SOUTH
18526,CERTIFIED,,Y,68037,2015, NORTH EAST
18527,CERTIFIED,,Y,81432,2015, WEST
18528,CERTIFIED,,Y,56000,2015, MID WEST
18529,CERTIFIED,Technical,Y,71510,2015, NORTH EAST
18530,CERTIFIED,,Y,34590,2015, MID WEST
18531,CERTIFIED,Technical,Y,71906,2015, SOUTH
18532,CERTIFIED,,Y,99674,2015, WEST
18533,CERTIFIED,Technical,Y,113152,2015, SOUTH
18534,CERTIFIED,,Y,44117,2015, NORTH EAST
18535,CERTIFIED,Technical,Y,32885,2015, SOUTH
18536,CERTIFIED,,Y,164611,2015, MID WEST
18537,CERTIFIED,,Y,104270,2015, WEST
18538,CERTIFIED,Technical,Y,68016,2015,SOUTH
18539,CERTIFIED,Technical,Y,54579,2015, MID WEST
18540,CERTIFIED,,Y,171350,2015, MID WEST
18541,CERTIFIED,,Y,81016,2015, SOUTH
18542,CERTIFIED,,Y,187199,2015,MID WEST
18543,CERTIFIED,Technical,Y,88441.6,2015, NORTH EAST
18544,CERTIFIED,Technical,Y,61880,2015, WEST
18545,CERTIFIED,,Y,87194,2015, SOUTH
18546,CERTIFIED,,Y,100006,2015, WEST
18547,CERTIFIED,Technical,Y,75546,2015, WEST
18548,CERTIFIED,Technical,Y,68723,2015, SOUTH
18549,CERTIFIED,,Y,103043,2015, NORTH EAST
18550,CERTIFIED,,Y,55099,2015, SOUTH
18551,CERTIFIED,,Y,84136,2015, SOUTH
18552,CERTIFIED,,Y,58115,2015, SOUTH
18553,CERTIFIED,,Y,40851,2015, NORTH EAST
18554,CERTIFIED,,Y,41642,2015, SOUTH
18555,CERTIFIED,,Y,82160,2015, SOUTH
18556,CERTIFIED,,Y,73923,2015, SOUTH
18557,CERTIFIED,,Y,63190,2015, NORTH EAST
18558,CERTIFIED,Technical,Y,65021,2015, WEST
18559,CERTIFIED,Technical,Y,55578,2015, NORTH EAST
18560,CERTIFIED,,Y,169042,2015, NORTH EAST
18561,CERTIFIED,Non-Technical,Y,42220,2015,SOUTH
18562,CERTIFIED,,Y,131334,2015, WEST
18563,CERTIFIED,,Y,72218,2015, SOUTH
18564,CERTIFIED,,Y,115253,2015, WEST
18565,CERTIFIED,,Y,75899,2015, WEST
18566,CERTIFIED,,Y,69638,2015, SOUTH
18567,CERTIFIED,Technical,Y,104683,2015, SOUTH
18568,CERTIFIED,,Y,91673,2015, WEST
18569,CERTIFIED,,Y,88962,2015, NORTH EAST
18570,CERTIFIED,,Y,59592,2015, SOUTH
18571,CERTIFIED,,Y,58136,2015, NORTH EAST
18572,CERTIFIED,,Y,100410,2015, NORTH EAST
18573,CERTIFIED,,Y,116584,2015, NORTH EAST
18574,CERTIFIED,,Y,50482,2015, MID WEST
18575,CERTIFIED,,Y,56160,2015, NORTH EAST
18576,CERTIFIED,,Y,89378,2015, WEST
18577,CERTIFIED,,Y,93621,2015, WEST
18578,CERTIFIED,Technical,Y,40310,2015, SOUTH
18579,CERTIFIED,,Y,64800,2015, WEST
18580,CERTIFIED,Technical,Y,56680,2015, NORTH EAST
18581,CERTIFIED,Technical,Y,77563,2015, NORTH EAST
18582,CERTIFIED,Technical,Y,77563,2015, NORTH EAST
18583,CERTIFIED,,Y,75608,2015, WEST
18584,CERTIFIED,Technical,Y,59842,2015, NORTH EAST
18585,CERTIFIED,,Y,44803,2015, NORTH EAST
18586,CERTIFIED,,Y,45030,2015, WEST
18587,CERTIFIED,,Y,64542,2015, WEST
18588,CERTIFIED,,Y,70075.2,2015, SOUTH
18589,CERTIFIED,Technical,Y,101837,2015, WEST
18590,CERTIFIED,,Y,106912,2015, MID WEST
18591,CERTIFIED,Technical,Y,37794,2015, MID WEST
18592,CERTIFIED,,Y,83346,2015, NORTH EAST
18593,CERTIFIED,Technical,Y,48048,2015, NORTH EAST
18594,CERTIFIED,,Y,74048,2015, NORTH EAST
18595,CERTIFIED,,Y,67600,2015, WEST
18596,CERTIFIED,Technical,Y,54475,2015, WEST
18597,CERTIFIED,,Y,72127,2015, MID WEST
18598,CERTIFIED,Technical,Y,55800,2015, SOUTH
18599,CERTIFIED,,Y,58989,2015, MID WEST
18600,CERTIFIED,Technical,Y,56805,2015, NORTH EAST
18601,CERTIFIED,Technical,Y,63336,2015, NORTH EAST
18602,CERTIFIED,,Y,72155,2015, NORTH EAST
18603,CERTIFIED,,Y,79643,2015, WEST
18604,CERTIFIED,Technical,Y,73133,2015, MID WEST
18605,CERTIFIED,Technical,Y,87942,2015, WEST
18606,CERTIFIED,,Y,124072,2015, NORTH EAST
18607,CERTIFIED,,Y,50710,2015, NORTH EAST
18608,CERTIFIED,,Y,101508,2015, MID WEST
18609,CERTIFIED,,Y,75774,2015, SOUTH
18610,CERTIFIED,Technical,Y,65146,2015, NORTH EAST
18611,CERTIFIED,,Y,63086,2015, NORTH EAST
18612,CERTIFIED,,Y,53352,2015, WEST
18613,CERTIFIED,Technical,Y,99986,2015, SOUTH
18614,CERTIFIED,,Y,110157,2015, WEST
18615,CERTIFIED,Technical,Y,50565,2015, MID WEST
18616,CERTIFIED,,Y,36254,2015, SOUTH
18617,CERTIFIED,,Y,45190,2015, SOUTH
18618,CERTIFIED,,Y,87194,2015, SOUTH
18619,CERTIFIED,,Y,61277,2015, SOUTH
18620,CERTIFIED,,Y,101088,2015, MID WEST
18621,CERTIFIED,,Y,66726,2015, MID WEST
18622,CERTIFIED,Technical,Y,99986,2015, SOUTH
18623,CERTIFIED,,N,136572.8,2015, NORTH EAST
18624,CERTIFIED,Technical,Y,65021,2015, WEST
18625,CERTIFIED,Technical,Y,43784,2015, WEST
18626,CERTIFIED,,Y,79706,2015, NORTH EAST
18627,CERTIFIED,,Y,100360,2015, WEST
18628,CERTIFIED,,Y,131851,2015, WEST
18629,CERTIFIED,,Y,80330,2015, MID WEST
18630,CERTIFIED,,Y,75046,2015, WEST
18631,CERTIFIED,,Y,84781,2015, WEST
18632,CERTIFIED,Technical,Y,73445,2015, WEST
18633,CERTIFIED,,Y,141960,2015, WEST
18634,CERTIFIED,,Y,104900,2015, NORTH EAST
18635,CERTIFIED,,Y,80142,2015, NORTH EAST
18636,CERTIFIED,,Y,98488,2015, WEST
18637,CERTIFIED,,Y,131269,2015, WEST
18638,CERTIFIED,,Y,98488,2015, WEST
18639,CERTIFIED,,Y,98488,2015, WEST
18640,CERTIFIED,,Y,115856,2015, SOUTH
18641,CERTIFIED,,Y,98488,2015, WEST
18642,CERTIFIED,,Y,115253,2015, WEST
18643,CERTIFIED,Technical,Y,73424,2015, WEST
18644,CERTIFIED,,Y,88254,2015, WEST
18645,CERTIFIED,,Y,72218,2015, SOUTH
18646,CERTIFIED,,Y,109762,2015, WEST
18647,CERTIFIED,,Y,98488,2015, WEST
18648,CERTIFIED,,Y,115253,2015, WEST
18649,CERTIFIED,,Y,59280,2015, NORTH EAST
18650,CERTIFIED,,Y,98488,2015, WEST
18651,CERTIFIED,,Y,98488,2015, WEST
18652,CERTIFIED,,Y,98488,2015, WEST
18653,CERTIFIED,Technical,Y,83741,2015, SOUTH
18654,CERTIFIED,,Y,95077,2015, SOUTH
18655,CERTIFIED,,Y,42328,2015, SOUTH
18656,CERTIFIED,,Y,53331,2015, MID WEST
18657,CERTIFIED,,Y,113000,2015, SOUTH
18658,CERTIFIED,,Y,74300,2015, WEST
18659,CERTIFIED,,Y,55536,2015, NORTH EAST
18660,CERTIFIED,,Y,111426,2015, NORTH EAST
18661,CERTIFIED,,Y,54184,2015, NORTH EAST
18662,CERTIFIED,,Y,126422,2015, NORTH EAST
18663,CERTIFIED,,Y,106700,2015, NORTH EAST
18664,CERTIFIED,Technical,Y,56805,2015, NORTH EAST
18665,CERTIFIED,Technical,Y,48714,2015, SOUTH
18666,CERTIFIED,Technical,Y,78686,2015, WEST
18667,CERTIFIED,,Y,72363,2015, MID WEST
18668,CERTIFIED,,Y,63856,2015, MID WEST
18669,CERTIFIED,Technical,Y,91624,2015, WEST
18670,CERTIFIED,,Y,81786,2015, NORTH EAST
18671,CERTIFIED,,Y,107120,2015, NORTH EAST
18672,CERTIFIED,,Y,76336,2015, WEST
18673,CERTIFIED,,Y,70782,2015, SOUTH
18674,CERTIFIED,,Y,91758,2015, WEST
18675,CERTIFIED,,Y,103043,2015, MID WEST
18676,CERTIFIED,,Y,103667,2015, SOUTH
18677,CERTIFIED,Technical,Y,45802,2015, SOUTH
18678,CERTIFIED,,Y,85821,2015, MID WEST
18679,CERTIFIED,,Y,102690,2015,SOUTH
18680,CERTIFIED,,Y,49400,2015, MID WEST
18681,CERTIFIED,,Y,158434,2015, SOUTH
18682,CERTIFIED,,N,59716.8,2015, NORTH EAST
18683,CERTIFIED,,Y,62254,2015, NORTH EAST
18684,CERTIFIED,,Y,61400,2015, WEST
18685,CERTIFIED,,Y,83439,2015, WEST
18686,CERTIFIED,,Y,80642,2015, MID WEST
18687,CERTIFIED,Technical,Y,89274,2015,SOUTH
