,STATUS,SOC_NAME,POSITION_TYPE,WAGE,YEAR,REGION
6028,CERTIFIED,Technical,Y,60445,2013, NORTH EAST
6029,CERTIFIED,Technical,Y,107557,2013, WEST
6030,CERTIFIED,Technical,Y,49982,2013, WEST
6031,CERTIFIED,Technical,Y,72134,2013, MID WEST
6032,CERTIFIED,Technical,Y,69659,2013, SOUTH
6033,CERTIFIED,Technical,N,46592,2013, WEST
6034,CERTIFIED,Technical,Y,87714,2013, NORTH EAST
6035,CERTIFIED,Technical,Y,38314,2013, MID WEST
6036,CERTIFIED,Technical,Y,42682,2013, NORTH EAST
6037,CERTIFIED,Technical,Y,85051,2013, MID WEST
6038,CERTIFIED,Technical,Y,69701,2013, SOUTH
6039,CERTIFIED,Technical,Y,65020.8,2013, WEST
6040,CERTIFIED,Technical,Y,60736,2013, NORTH EAST
6041,CERTIFIED,Technical,Y,38730,2013, MID WEST
6042,CERTIFIED,Technical,Y,56389,2013, MID WEST
6043,CERTIFIED,Technical,Y,88650,2013, WEST
6044,CERTIFIED,Technical,Y,83866,2013, NORTH EAST
6045,CERTIFIED,Technical,Y,62421,2013, NORTH EAST
6046,CERTIFIED,Technical,Y,74838,2013, MID WEST
6047,CERTIFIED,Technical,Y,52416,2013,SOUTH
6048,CERTIFIED,Technical,Y,76690,2013, WEST
6049,CERTIFIED,Technical,N,47132.8,2013, NORTH EAST
6050,CERTIFIED,Technical,Y,52582,2013, WEST
6051,CERTIFIED,Technical,Y,85218,2013, MID WEST
6052,CERTIFIED,Technical,Y,60507,2013, SOUTH
6053,CERTIFIED,Technical,Y,53934,2013, WEST
6054,CERTIFIED,Technical,Y,53747,2013, SOUTH
6055,CERTIFIED,Technical,Y,59654,2013, NORTH EAST
6056,CERTIFIED,Technical,N,99195.2,2013, NORTH EAST
6057,CERTIFIED,Technical,Y,59530,2013, MID WEST
6058,CERTIFIED,Technical,Y,51979,2013, MID WEST
6059,CERTIFIED,Technical,Y,57640,2013, NORTH EAST
6060,CERTIFIED,Technical,Y,54954,2013, SOUTH
6061,CERTIFIED,Technical,Y,55016,2013, MID WEST
6062,CERTIFIED,Technical,Y,57574,2013, SOUTH
6063,CERTIFIED,Technical,Y,59488,2013, WEST
6064,CERTIFIED,Technical,Y,53518,2013, NORTH EAST
6065,CERTIFIED,Technical,Y,96512,2013, NORTH EAST
6066,CERTIFIED,Technical,Y,59800,2013, NORTH EAST
6067,CERTIFIED,Technical,Y,88546,2013, WEST
6068,CERTIFIED,Technical,Y,60091,2013, NORTH EAST
6069,CERTIFIED,Technical,Y,100984,2013, WEST
6070,CERTIFIED,Technical,Y,129085,2013, NORTH EAST
6071,CERTIFIED,Technical,Y,41725,2013, WEST
6072,CERTIFIED,Technical,Y,66414,2013, MID WEST
6073,CERTIFIED,Technical,Y,91686,2013, SOUTH
6074,CERTIFIED,Technical,Y,51293,2013, NORTH EAST
6075,CERTIFIED,Technical,Y,62546,2013, WEST
6076,CERTIFIED,Technical,Y,99944,2013, NORTH EAST
6077,CERTIFIED,Technical,Y,63898,2013, NORTH EAST
6078,CERTIFIED,Technical,Y,60777.6,2013, SOUTH
6079,CERTIFIED,Technical,Y,68370,2013, SOUTH
6080,CERTIFIED,Technical,Y,49234,2013, MID WEST
6081,CERTIFIED,Technical,Y,53914,2013, NORTH EAST
6082,CERTIFIED,Technical,Y,41059,2013, WEST
6083,CERTIFIED,Technical,Y,39624,2013, NORTH EAST
6084,CERTIFIED,Technical,Y,63690,2013, MID WEST
6085,CERTIFIED,Technical,Y,49754,2013, SOUTH
6086,CERTIFIED,Technical,Y,46800,2013, NORTH EAST
6087,CERTIFIED,Technical,Y,83637,2013, WEST
6088,CERTIFIED,Technical,Y,117146,2013, WEST
6089,CERTIFIED,Technical,Y,84802,2013, WEST
6090,CERTIFIED,Technical,N,50544,2013, NORTH EAST
6091,CERTIFIED,Technical,Y,81141,2013, WEST
6092,CERTIFIED,Technical,Y,83034,2013, WEST
6093,CERTIFIED,Technical,Y,63898,2013, NORTH EAST
6094,CERTIFIED,Technical,Y,43701,2013, MID WEST
6095,CERTIFIED,Technical,Y,91499.2,2013, WEST
6096,CERTIFIED,Technical,Y,83117,2013, MID WEST
6097,CERTIFIED,Technical,Y,66768,2013, MID WEST
6098,CERTIFIED,Technical,Y,52832,2013, SOUTH
6099,CERTIFIED,Technical,Y,40248,2013, NORTH EAST
6100,CERTIFIED,Technical,Y,75670,2013, WEST
6101,CERTIFIED,Technical,Y,90085,2013, NORTH EAST
6102,CERTIFIED,Technical,Y,71510,2013, NORTH EAST
6103,CERTIFIED,Technical,N,37232,2013, SOUTH
6104,CERTIFIED,Technical,Y,111842,2013, WEST
6105,CERTIFIED,Technical,Y,63898,2013, NORTH EAST
6106,CERTIFIED,Technical,Y,58240,2013, NORTH EAST
6107,CERTIFIED,Technical,Y,55182,2013, NORTH EAST
6108,CERTIFIED,Technical,Y,65915,2013, MID WEST
6109,CERTIFIED,Technical,Y,59550,2013, NORTH EAST
6110,CERTIFIED,Technical,N,60548.8,2013, SOUTH
6111,CERTIFIED,Technical,Y,62819,2013, MID WEST
6112,CERTIFIED,Technical,Y,47630,2013, WEST
6113,CERTIFIED,Technical,Y,47174,2013, MID WEST
6114,CERTIFIED,Technical,Y,69930,2013, SOUTH
6115,CERTIFIED,Technical,Y,57200,2013, WEST
6116,CERTIFIED,Technical,Y,83762,2013, NORTH EAST
6117,CERTIFIED,Technical,Y,91062,2013, NORTH EAST
6118,CERTIFIED,Technical,Y,70221,2013, NORTH EAST
6119,CERTIFIED,Technical,N,29452.8,2013, SOUTH
6120,CERTIFIED,Technical,Y,59384,2013, NORTH EAST
6121,CERTIFIED,Technical,Y,70491,2013, SOUTH
6122,CERTIFIED,Technical,Y,65229,2013, WEST
6123,CERTIFIED,Technical,Y,91624,2013, NORTH EAST
6124,CERTIFIED,Technical,Y,55598,2013, SOUTH
6125,CERTIFIED,Technical,Y,84802,2013, WEST
6126,CERTIFIED,Technical,Y,104083,2013, SOUTH
6127,CERTIFIED,Technical,Y,50876.8,2013, SOUTH
6128,CERTIFIED,Technical,Y,54226,2013, MID WEST
6129,CERTIFIED,Technical,Y,63898,2013, NORTH EAST
6130,CERTIFIED,Technical,Y,61984,2013, WEST
6131,CERTIFIED,Technical,Y,61131.2,2013, WEST
6132,CERTIFIED,Technical,Y,49754,2013, SOUTH
6133,CERTIFIED,Technical,Y,61131,2013, WEST
6134,CERTIFIED,Technical,Y,61838.4,2013, SOUTH
6135,CERTIFIED,Technical,Y,36358.4,2013, SOUTH
6136,CERTIFIED,Technical,Y,93766,2013, NORTH EAST
6137,CERTIFIED,Technical,Y,62421,2013, NORTH EAST
6138,CERTIFIED,Technical,Y,52832,2013, MID WEST
6139,CERTIFIED,Technical,Y,53810,2013, NORTH EAST
6140,CERTIFIED,Technical,Y,61152,2013, SOUTH
6141,CERTIFIED,Technical,N,95513.6,2013, SOUTH
6142,CERTIFIED,Technical,Y,96117,2013, WEST
6143,CERTIFIED,Technical,Y,71240,2013, SOUTH
6144,CERTIFIED,Technical,Y,67371,2013, WEST
6145,CERTIFIED,Technical,Y,38730,2013, MID WEST
6146,CERTIFIED,Technical,Y,83637,2013, WEST
6147,CERTIFIED,Technical,Y,155418,2013, SOUTH
6148,CERTIFIED,Technical,Y,55390.4,2013, MID WEST
6149,CERTIFIED,Technical,Y,64064,2013, SOUTH
6150,CERTIFIED,Technical,N,44054.4,2013, NORTH EAST
6151,CERTIFIED,Technical,Y,65499,2013,SOUTH
6152,CERTIFIED,Technical,Y,83762,2013, NORTH EAST
6153,CERTIFIED,Technical,Y,91062,2013, NORTH EAST
6154,CERTIFIED,Technical,Y,63648,2013, WEST
6155,CERTIFIED,Technical,Y,100755,2013, WEST
6156,CERTIFIED,Technical,Y,41059,2013, SOUTH
6157,CERTIFIED,Technical,Y,69202,2013, MID WEST
6158,CERTIFIED,Technical,Y,34320,2013, NORTH EAST
6159,CERTIFIED,Technical,Y,45926,2013, NORTH EAST
6160,CERTIFIED,Technical,Y,44304,2013, NORTH EAST
6161,CERTIFIED,Technical,Y,81702,2013, WEST
6162,CERTIFIED,Technical,Y,108680,2013, WEST
6163,CERTIFIED,Technical,Y,44075,2013, SOUTH
6164,CERTIFIED,Technical,Y,54496,2013, SOUTH
6165,CERTIFIED,Technical,N,42764.8,2013, NORTH EAST
6166,CERTIFIED,Technical,Y,54454,2013, SOUTH
6167,CERTIFIED,Technical,Y,47174,2013, MID WEST
6168,CERTIFIED,Technical,Y,62213,2013, SOUTH
6169,CERTIFIED,Technical,Y,42810,2013, WEST
6170,CERTIFIED,Technical,Y,69306,2013, WEST
6171,CERTIFIED,Technical,N,99195.2,2013, NORTH EAST
6172,CERTIFIED,Technical,Y,47798,2013, NORTH EAST
6173,CERTIFIED,Technical,Y,59550,2013, NORTH EAST
6174,CERTIFIED,Technical,Y,40830,2013, NORTH EAST
6175,CERTIFIED,Technical,Y,62587,2013, WEST
6176,CERTIFIED,Technical,Y,63950,2013, NORTH EAST
6177,CERTIFIED,Technical,Y,64522,2013, NORTH EAST
6178,CERTIFIED,Technical,Y,30202,2013, SOUTH
6179,CERTIFIED,Technical,Y,79789,2013, SOUTH
6180,CERTIFIED,Technical,Y,47174,2013, MID WEST
6181,CERTIFIED,Technical,Y,49754,2013, SOUTH
6182,CERTIFIED,Technical,N,38272,2013, NORTH EAST
6183,CERTIFIED,Technical,Y,56909,2013, NORTH EAST
6184,CERTIFIED,Technical,Y,68162,2013, SOUTH
6185,CERTIFIED,Technical,N,64875.2,2013, WEST
6186,CERTIFIED,Technical,Y,49109,2013, NORTH EAST
6187,CERTIFIED,Technical,Y,49109,2013, NORTH EAST
6188,CERTIFIED,Technical,Y,56597,2013, WEST
6189,CERTIFIED,Technical,Y,73944,2013, WEST
6190,CERTIFIED,Technical,Y,90584,2013, WEST
6191,CERTIFIED,Technical,N,98904,2013, SOUTH
6192,CERTIFIED,Technical,Y,52291,2013, MID WEST
6193,CERTIFIED,Technical,Y,73798,2013, NORTH EAST
6194,CERTIFIED,Technical,Y,42078,2013, MID WEST
6195,CERTIFIED,Technical,Y,92789,2013, WEST
6196,CERTIFIED,Technical,Y,59259,2013, MID WEST
6197,CERTIFIED,Technical,Y,59446,2013, MID WEST
6198,CERTIFIED,Technical,Y,128294,2013, WEST
6199,CERTIFIED,Non-Technical,Y,118810,2013, WEST
6200,CERTIFIED,Technical,Y,99195,2013, SOUTH
6201,CERTIFIED,Technical,Y,55016,2013, MID WEST
6202,CERTIFIED,Technical,Y,54496,2013, SOUTH
6203,CERTIFIED,Technical,Y,53914,2013, NORTH EAST
6204,CERTIFIED,Technical,Y,40560,2013, NORTH EAST
6205,CERTIFIED,Technical,Y,63274,2013,MID WEST
6206,CERTIFIED,Technical,Y,49754,2013, SOUTH
6207,CERTIFIED,Technical,Y,59550.4,2013, NORTH EAST
6208,CERTIFIED,Technical,Y,61547,2013, SOUTH
6209,CERTIFIED,Technical,Y,57574,2013, SOUTH
6210,CERTIFIED,Technical,Y,47798,2013, NORTH EAST
6211,CERTIFIED,Technical,Y,102440,2013, SOUTH
6212,CERTIFIED,Technical,Y,51750,2013, MID WEST
6213,CERTIFIED,Technical,Y,62670,2013, NORTH EAST
6214,CERTIFIED,Technical,Y,76648,2013, WEST
6215,CERTIFIED,Technical,Y,41059,2013, SOUTH
6216,CERTIFIED,Technical,Y,68411,2013, SOUTH
6217,CERTIFIED,Technical,Y,50918,2013, WEST
6218,CERTIFIED,Technical,Y,62088,2013, SOUTH
6219,CERTIFIED,Technical,Y,111197,2013, NORTH EAST
6220,CERTIFIED,Technical,Y,101130,2013, NORTH EAST
6221,CERTIFIED,Technical,Y,63627,2013,SOUTH
6222,CERTIFIED,Technical,Y,43098,2013, NORTH EAST
6223,CERTIFIED,Technical,Y,60798,2013, NORTH EAST
6224,CERTIFIED,Technical,Y,58906,2013, MID WEST
6225,CERTIFIED,Technical,Y,56784,2013, MID WEST
6226,CERTIFIED,Technical,Y,65437,2013, WEST
6227,CERTIFIED,Technical,Y,58240,2013, NORTH EAST
6228,CERTIFIED,Technical,Y,51646,2013, NORTH EAST
6229,CERTIFIED,Technical,Y,36067,2013, SOUTH
6230,CERTIFIED,Technical,Y,53747,2013, SOUTH
6231,CERTIFIED,Technical,Y,62546,2013, WEST
6232,CERTIFIED,Technical,Y,74298,2013, WEST
6233,CERTIFIED,Technical,Y,69742,2013, NORTH EAST
6234,CERTIFIED,Technical,Y,77542,2013, WEST
6235,CERTIFIED,Technical,Y,50960,2013, NORTH EAST
6236,CERTIFIED,Technical,Y,54870,2013, NORTH EAST
6237,CERTIFIED,Technical,Y,53394,2013, NORTH EAST
6238,CERTIFIED,Technical,Y,73153.6,2013, MID WEST
6239,CERTIFIED,Technical,Y,62608,2013, MID WEST
6240,CERTIFIED,Technical,Y,55370,2013, NORTH EAST
6241,CERTIFIED,Technical,Y,57075,2013, SOUTH
6242,CERTIFIED,Technical,Y,47174,2013, MID WEST
6243,CERTIFIED,Technical,Y,70179,2013, SOUTH
6244,CERTIFIED,Technical,Y,104770,2013, MID WEST
6245,CERTIFIED,Technical,Y,79851.2,2013, MID WEST
6246,CERTIFIED,Technical,Y,54496,2013, SOUTH
6247,CERTIFIED,Technical,Y,49608,2013, NORTH EAST
6248,CERTIFIED,Technical,Y,81494,2013, NORTH EAST
6249,CERTIFIED,Technical,Y,79664,2013, SOUTH
6250,CERTIFIED,Technical,Y,38709,2013, SOUTH
6251,CERTIFIED,Technical,Y,95534.4,2013, MID WEST
6252,CERTIFIED,Technical,Y,39083,2013, NORTH EAST
6253,CERTIFIED,Technical,Y,111072,2013, MID WEST
6254,CERTIFIED,Technical,Y,77355,2013, NORTH EAST
6255,CERTIFIED,Technical,Y,100984,2013, WEST
6256,CERTIFIED,Technical,Y,63898,2013, NORTH EAST
6257,CERTIFIED,Technical,Y,60778,2013, SOUTH
6258,CERTIFIED,Technical,Y,84802,2013, WEST
6259,CERTIFIED,Technical,Y,55390,2013, WEST
6260,CERTIFIED,Technical,Y,62754,2013, SOUTH
6261,CERTIFIED,Technical,N,82118.4,2013, NORTH EAST
6262,CERTIFIED,Technical,Y,45448,2013, NORTH EAST
6263,CERTIFIED,Technical,Y,62456,2013, WEST
6264,CERTIFIED,Technical,Y,86611,2013, WEST
6265,CERTIFIED,Technical,Y,52208,2013, NORTH EAST
6266,CERTIFIED,Technical,Y,48150,2013, WEST
6267,CERTIFIED,Technical,Y,62192,2013, MID WEST
6268,CERTIFIED,Technical,Y,41787,2013, SOUTH
6269,CERTIFIED,Technical,N,70720,2013, WEST
6270,CERTIFIED,Technical,Y,48672,2013, WEST
6271,CERTIFIED,Technical,Y,71344,2013, SOUTH
6272,CERTIFIED,Technical,Y,53914,2013, NORTH EAST
6273,CERTIFIED,Technical,Y,49754,2013, SOUTH
6274,CERTIFIED,Technical,Y,39832,2013, WEST
6275,CERTIFIED,Technical,Y,36067,2013, SOUTH
6276,CERTIFIED,Technical,Y,125424,2013, NORTH EAST
6277,CERTIFIED,Technical,Y,60008,2013, WEST
6278,CERTIFIED,Technical,Y,133328,2013, WEST
6279,CERTIFIED,Technical,Y,73757,2013, NORTH EAST
6280,CERTIFIED,Technical,Y,42952,2013, NORTH EAST
6281,CERTIFIED,Technical,Y,51293,2013, SOUTH
6282,CERTIFIED,Technical,Y,92789,2013, WEST
6283,CERTIFIED,Technical,Y,97094,2013, NORTH EAST
6284,CERTIFIED,Technical,Y,129022,2013, WEST
6285,CERTIFIED,Technical,Y,54496,2013, SOUTH
6286,CERTIFIED,Technical,Y,47715,2013, MID WEST
6287,CERTIFIED,Technical,Y,125965,2013, SOUTH
6288,CERTIFIED,Technical,Y,55390,2013, WEST
6289,CERTIFIED,Technical,Y,67621,2013, WEST
6290,CERTIFIED,Technical,Y,60715,2013, SOUTH
6291,CERTIFIED,Technical,Y,75338,2013, MID WEST
6292,CERTIFIED,Technical,Y,99382,2013, SOUTH
6293,CERTIFIED,Technical,Y,60091,2013, NORTH EAST
6294,CERTIFIED,Technical,Y,61714,2013, NORTH EAST
6295,CERTIFIED,Technical,Y,58635,2013, SOUTH
6296,CERTIFIED,Technical,Y,100984,2013, WEST
6297,CERTIFIED,Technical,Y,69430,2013, WEST
6298,CERTIFIED,Technical,Y,67371,2013, WEST
6299,CERTIFIED,Technical,Y,75878,2013, NORTH EAST
6300,CERTIFIED,Technical,Y,68952,2013, NORTH EAST
6301,CERTIFIED,Technical,Y,61984,2013, MID WEST
6302,CERTIFIED,Technical,Y,71282,2013, MID WEST
6303,CERTIFIED,Technical,N,66622.4,2013, WEST
6304,CERTIFIED,Technical,Y,58573,2013, MID WEST
6305,CERTIFIED,Technical,Y,67101,2013, WEST
6306,CERTIFIED,Technical,Y,50086,2013, WEST
6307,CERTIFIED,Technical,Y,45864,2013,SOUTH
6308,CERTIFIED,Technical,Y,55182,2013, NORTH EAST
6309,CERTIFIED,Technical,Y,44761.6,2013, NORTH EAST
6310,CERTIFIED,Non-Technical,Y,45656,2013, NORTH EAST
6311,CERTIFIED,Technical,Y,87402,2013, WEST
6312,CERTIFIED,Technical,Y,60611,2013, NORTH EAST
6313,CERTIFIED,Technical,Y,72571,2013, SOUTH
6314,CERTIFIED,Technical,Y,52617,2013, WEST
6315,CERTIFIED,Technical,Y,86986,2013, WEST
6316,CERTIFIED,Technical,Y,99424,2013, WEST
6317,CERTIFIED,Technical,Y,60632,2013, MID WEST
6318,CERTIFIED,Technical,Y,82472,2013, WEST
6319,CERTIFIED,Technical,Y,88504,2013, SOUTH
6320,CERTIFIED,Technical,Y,72446,2013,SOUTH
6321,CERTIFIED,Technical,Y,22360,2013, WEST
6322,CERTIFIED,Technical,Y,88421,2013, SOUTH
6323,CERTIFIED,Technical,Y,81619,2013, NORTH EAST
6324,CERTIFIED,Technical,Y,49940.8,2013, MID WEST
6325,CERTIFIED,Technical,Y,60798,2013, NORTH EAST
6326,CERTIFIED,Technical,Y,31630,2013, SOUTH
6327,CERTIFIED,Technical,Y,127504,2013, SOUTH
6328,CERTIFIED,Technical,Y,122470,2013, WEST
6329,CERTIFIED,Technical,Y,27123,2013, NORTH EAST
6330,CERTIFIED,Technical,Y,61755,2013, MID WEST
6331,CERTIFIED,Technical,Y,86278,2013, WEST
6332,CERTIFIED,Technical,Y,54579,2013, NORTH EAST
6333,CERTIFIED,Technical,Y,58178,2013, SOUTH
6334,CERTIFIED,Technical,Y,59384,2013, NORTH EAST
6335,CERTIFIED,Technical,Y,70970,2013, NORTH EAST
6336,CERTIFIED,Technical,Y,30326.4,2013, NORTH EAST
6337,CERTIFIED,Technical,Y,74110,2013, SOUTH
6338,CERTIFIED,Technical,Y,78915,2013, NORTH EAST
6339,CERTIFIED,Technical,Y,73445,2013, WEST
6340,CERTIFIED,Technical,Y,55702,2013, NORTH EAST
6341,CERTIFIED,Technical,N,38272,2013, NORTH EAST
6342,CERTIFIED,Technical,Y,48776,2013, MID WEST
6343,CERTIFIED,Technical,Y,65250,2013, MID WEST
6344,CERTIFIED,Technical,Y,48776,2013, MID WEST
6345,CERTIFIED,Technical,Y,48776,2013, MID WEST
6346,CERTIFIED,Technical,Y,50877,2013, NORTH EAST
6347,CERTIFIED,Technical,Y,53186,2013, MID WEST
6348,CERTIFIED,Technical,Y,136781,2013, NA
6349,CERTIFIED,Technical,Y,74714,2013, NORTH EAST
6350,CERTIFIED,Non-Technical,Y,69077,2013, SOUTH
6351,CERTIFIED,Technical,Y,70970,2013, NORTH EAST
6352,CERTIFIED,Technical,Y,108867,2013, SOUTH
6353,CERTIFIED,Technical,Y,55723.2,2013, WEST
6354,CERTIFIED,Technical,Y,91645,2013, NORTH EAST
6355,CERTIFIED,Non-Technical,N,52083.2,2013, SOUTH
6356,CERTIFIED,Technical,Y,73757,2013, NORTH EAST
6357,CERTIFIED,Technical,Y,52853,2013, WEST
6358,CERTIFIED,Technical,Y,91707,2013, NORTH EAST
6359,CERTIFIED,Technical,Y,100984,2013, WEST
6360,CERTIFIED,Technical,Y,66622,2013, SOUTH
6361,CERTIFIED,Technical,Y,55390,2013, WEST
6362,CERTIFIED,Technical,Y,86258,2013, SOUTH
6363,CERTIFIED,Technical,Y,120827,2013, SOUTH
6364,CERTIFIED,Technical,Y,35381,2013, WEST
6365,CERTIFIED,Technical,Y,42806,2013, SOUTH
6366,CERTIFIED,Technical,Y,66277,2013, WEST
6367,CERTIFIED,Technical,Y,47819,2013, NORTH EAST
6368,CERTIFIED,Technical,Y,61630,2013, MID WEST
6369,CERTIFIED,Technical,Y,19386,2013, SOUTH
6370,CERTIFIED,Technical,Y,58760,2013, NORTH EAST
6371,CERTIFIED,Technical,Y,58698,2013, MID WEST
6372,CERTIFIED,Technical,N,53393.6,2013, NORTH EAST
6373,CERTIFIED,Technical,Y,69846,2013, NORTH EAST
6374,CERTIFIED,Technical,Y,100027,2013, SOUTH
6375,CERTIFIED,Technical,Y,74672,2013, WEST
6376,CERTIFIED,Technical,Y,48818,2013, NORTH EAST
6377,CERTIFIED,Technical,Y,52832,2013, MID WEST
6378,CERTIFIED,Technical,Y,59675,2013, NORTH EAST
6379,CERTIFIED,Technical,Y,56618,2013, WEST
6380,CERTIFIED,Technical,Y,51022,2013, SOUTH
6381,CERTIFIED,Technical,Y,78811,2013, SOUTH
6382,CERTIFIED,Technical,Y,108347,2013, NORTH EAST
6383,CERTIFIED,Technical,Y,76690,2013, WEST
6384,CERTIFIED,Technical,Y,56680,2013, WEST
6385,CERTIFIED,Technical,Y,79290,2013, MID WEST
6386,CERTIFIED,Technical,Y,78062,2013, SOUTH
6387,CERTIFIED,Technical,Y,98488,2013, WEST
6388,CERTIFIED,Technical,Y,75795,2013, MID WEST
6389,CERTIFIED,Technical,Y,135720,2013, SOUTH
6390,CERTIFIED,Technical,Y,113859,2013, SOUTH
6391,CERTIFIED,Technical,Y,34070,2013, WEST
6392,CERTIFIED,Technical,Y,68203,2013, NORTH EAST
6393,CERTIFIED,Technical,Y,82098,2013, WEST
6394,CERTIFIED,Technical,Y,92789,2013, WEST
6395,CERTIFIED,Technical,Y,197267,2013, WEST
6396,CERTIFIED,Technical,Y,58240,2013, NORTH EAST
6397,CERTIFIED,Technical,Y,54870.4,2013, NORTH EAST
6398,CERTIFIED,Technical,Y,48402,2013, NORTH EAST
6399,CERTIFIED,Technical,Y,46470,2013, NORTH EAST
6400,CERTIFIED,Technical,Y,59987,2013, NORTH EAST
6401,CERTIFIED,Technical,Y,71178,2013, SOUTH
6402,CERTIFIED,Technical,Y,84282,2013, WEST
6403,CERTIFIED,Technical,Y,53747,2013, SOUTH
6404,CERTIFIED,Technical,Y,42370,2013, SOUTH
6405,CERTIFIED,Technical,Y,75878,2013, NORTH EAST
6406,CERTIFIED,Technical,Y,34070,2013, WEST
6407,CERTIFIED,Technical,Y,46821,2013, MID WEST
6408,CERTIFIED,Technical,Y,39915,2013, WEST
6409,CERTIFIED,Technical,Y,59550,2013, NORTH EAST
6410,CERTIFIED,Technical,Y,46821,2013, MID WEST
6411,CERTIFIED,Technical,Y,74714,2013, SOUTH
6412,CERTIFIED,Technical,Y,81536,2013, SOUTH
6413,CERTIFIED,Technical,Y,56930,2013, WEST
6414,CERTIFIED,Technical,Y,78666,2013, NORTH EAST
6415,CERTIFIED,Technical,Y,58178,2013, SOUTH
6416,CERTIFIED,Technical,Y,70179,2013, SOUTH
6417,CERTIFIED,Technical,Y,63939,2013, SOUTH
6418,CERTIFIED,Technical,Y,129709,2013, MID WEST
6419,CERTIFIED,Technical,Y,48838,2013, NORTH EAST
6420,CERTIFIED,Technical,Y,65250,2013, SOUTH
6421,CERTIFIED,Technical,Y,56576,2013, WEST
6422,CERTIFIED,Technical,Y,56576,2013, WEST
6423,CERTIFIED,Technical,Y,78811,2013, MID WEST
6424,CERTIFIED,Technical,Y,70013,2013, NORTH EAST
6425,CERTIFIED,Technical,Y,35381,2013, WEST
6426,CERTIFIED,Technical,Y,86986,2013, WEST
6427,CERTIFIED,Technical,Y,100984,2013, WEST
6428,CERTIFIED,Technical,N,45926.4,2013, NORTH EAST
6429,CERTIFIED,Technical,Y,133328,2013, WEST
6430,CERTIFIED,Technical,Y,65603,2013, NORTH EAST
6431,CERTIFIED,Technical,Y,74942,2013, WEST
6432,CERTIFIED,Technical,Y,74027,2013, NORTH EAST
6433,CERTIFIED,Technical,Y,60632,2013, MID WEST
6434,CERTIFIED,Technical,Y,60507,2013, SOUTH
6435,CERTIFIED,Technical,Y,47154,2013, SOUTH
6436,CERTIFIED,Technical,Y,68765,2013, MID WEST
6437,CERTIFIED,Technical,Y,58178,2013, SOUTH
6438,CERTIFIED,Technical,Y,65373,2013, SOUTH
6439,CERTIFIED,Technical,Y,33446,2013, NORTH EAST
6440,CERTIFIED,Technical,Y,58906,2013, MID WEST
6441,CERTIFIED,Technical,Y,61485,2013, NORTH EAST
6442,CERTIFIED,Technical,Y,66872,2013, SOUTH
6443,CERTIFIED,Technical,Y,82430,2013, SOUTH
6444,CERTIFIED,Technical,Y,53477,2013, SOUTH
6445,CERTIFIED,Technical,Y,116251,2013, NORTH EAST
6446,CERTIFIED,Technical,Y,58178,2013, SOUTH
6447,CERTIFIED,Technical,Y,38355,2013, SOUTH
6448,CERTIFIED,Technical,Y,131186,2013, MID WEST
6449,CERTIFIED,Technical,Y,58178,2013, SOUTH
6450,CERTIFIED,Technical,Y,81016,2013, SOUTH
6451,CERTIFIED,Technical,Y,40061,2013, SOUTH
6452,CERTIFIED,Technical,Y,78811,2013, MID WEST
6453,CERTIFIED,Technical,Y,62546,2013, WEST
6454,CERTIFIED,Technical,Y,52832,2013, MID WEST
6455,CERTIFIED,Technical,Y,49338,2013, SOUTH
6456,CERTIFIED,Technical,Y,57262,2013, MID WEST
6457,CERTIFIED,Technical,Y,70949,2013, WEST
6458,CERTIFIED,Technical,Y,54808,2013, NORTH EAST
6459,CERTIFIED,Technical,Y,59696,2013, WEST
6460,CERTIFIED,Technical,Y,81682,2013, WEST
6461,CERTIFIED,Technical,Y,60444.8,2013, SOUTH
6462,CERTIFIED,Technical,Y,60674,2013, MID WEST
6463,CERTIFIED,Technical,Y,70970,2013, NORTH EAST
6464,CERTIFIED,Technical,Y,54496,2013, SOUTH
6465,CERTIFIED,Technical,Y,56347,2013, MID WEST
6466,CERTIFIED,Technical,Y,45448,2013, NORTH EAST
6467,CERTIFIED,Technical,Y,41787,2013, SOUTH
6468,CERTIFIED,Technical,Y,47174,2013, MID WEST
6469,CERTIFIED,Technical,Y,131622,2013, SOUTH
6470,CERTIFIED,Technical,Y,57325,2013, MID WEST
6471,CERTIFIED,Technical,Y,67954,2013, SOUTH
6472,CERTIFIED,Technical,Y,90293,2013, WEST
6473,CERTIFIED,Technical,Y,71968,2013, WEST
6474,CERTIFIED,Technical,Y,97094,2013, NORTH EAST
6475,CERTIFIED,Technical,Y,61485,2013, NORTH EAST
6476,CERTIFIED,Technical,Y,66934,2013, SOUTH
6477,CERTIFIED,Technical,Y,66414,2013, MID WEST
6478,CERTIFIED,Technical,Y,59259,2013, WEST
6479,CERTIFIED,Technical,Y,73050,2013, SOUTH
6480,CERTIFIED,Technical,Y,59384,2013, NORTH EAST
6481,CERTIFIED,Technical,Y,101608,2013, WEST
6482,CERTIFIED,Technical,Y,114317,2013, SOUTH
6483,CERTIFIED,Technical,Y,63898,2013, NORTH EAST
6484,CERTIFIED,Technical,Y,36067,2013, SOUTH
6485,CERTIFIED,Technical,Y,36358,2013, MID WEST
6486,CERTIFIED,Technical,Y,111301,2013, WEST
6487,CERTIFIED,Technical,Y,80704,2013, SOUTH
6488,CERTIFIED,Technical,Y,91000,2013, WEST
6489,CERTIFIED,Technical,Y,57720,2013, MID WEST
